지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),일사 QC플래그,적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
133,대전,2026-02-09 23:00,-2.2,,,,.6,,270,,62,,3.2,-8.5,1018.6,,1027.3,,,9,,9,,,6,5,,69,3677,,,-2.8,,-1,-.9,.7,1.4
133,대전,2026-02-10 00:00,-2.6,,,,.1,,0,,64,,3.2,-8.4,1017.8,,1026.5,,,9,,9,,,1,0,,,3352,,,-3,,-1.1,-.9,.7,1.4
133,대전,2026-02-10 01:00,-3.3,,,,1.8,,340,,67,,3.2,-8.5,1017.3,,1026,,,9,,9,,,6,6,,56,3128,,,-3.3,,-1.2,-.9,.7,1.3
133,대전,2026-02-10 02:00,-3.2,,,,.8,,320,,67,,3.2,-8.4,1016.7,,1025.4,,,9,,9,,,8,6,,53,2977,,,-3.2,,-1.1,-.9,.7,1.3
133,대전,2026-02-10 03:00,-3.2,,,,.9,,320,,68,,3.3,-8.2,1016.4,,1025.1,,,9,,9,,,8,0,Ci,,2963,,,-3,,-1.1,-.8,.7,1.4
133,대전,2026-02-10 04:00,-3.2,,,,0,,0,,70,,3.4,-7.9,1015.7,,1024.4,,,9,,9,,,8,0,Ci,,2881,,,-2.8,,-1.1,-.9,.7,1.3
133,대전,2026-02-10 05:00,-2.9,,,,.5,,320,,69,,3.4,-7.8,1015.3,,1024,,,9,,9,,,8,0,Ci,,2873,,,-2.6,,-1,-.8,.7,1.3
133,대전,2026-02-10 06:00,-2.7,,,,1.2,,270,,72,,3.6,-7,1015.9,,1024.6,,,9,,9,,,9,7,AcCi,38,2428,,,-2.5,,-1,-.7,.7,1.3
133,대전,2026-02-10 07:00,-2.3,,,,1.3,,270,,70,,3.6,-7,1015.9,,1024.6,,,9,,9,,,9,7,AcCi,36,2435,,,-2.4,,-1,-.7,.7,1.3
133,대전,2026-02-10 08:00,-2.3,,,,1.3,,340,,71,,3.7,-6.8,1015.9,,1024.6,,0,,.01,,,,9,6,AcCi,31,2392,,,-2.3,,-1,-.7,.7,1.3
133,대전,2026-02-10 09:00,-1.4,,,,.5,,290,,68,,3.8,-6.5,1015.3,,1024,,0,,.13,,,,10,10,As,23,2334,,,-1.6,,-.9,-.6,.7,1.4
133,대전,2026-02-10 10:00,0,,,9,.6,,290,,63,,3.8,-6.2,1015,,1023.6,,0,,.36,,,,10,9,ScAs,9,2230,,05,-1,,-.8,-.5,.7,1.3
133,대전,2026-02-10 11:00,2.3,,,9,.8,,160,,54,,3.9,-6,1014.2,,1022.7,,0,,.78,,,,10,10,As,21,2805,,05,-.4,,-.9,-.3,.8,1.4
133,대전,2026-02-10 12:00,5.1,,0,,1.8,,180,,47,,4.1,-5.3,1013.3,,1021.7,,.6,,1.6,,,,8,8,Sc,11,2267,,,.5,,-.6,0,.8,1.4
133,대전,2026-02-10 13:00,6.3,,,9,1.2,,180,,46,,4.4,-4.4,1012.1,,1020.5,,.3,,1.48,,,,9,3,ScAc,10,2327,,,1.1,,-.3,0,.8,1.4
133,대전,2026-02-10 14:00,5.6,,,9,2.5,,200,,52,,4.7,-3.5,1011.2,,1019.6,,.3,,1.26,,,,9,8,ScAc,11,2384,,,1.7,,-.3,0,.8,1.4
133,대전,2026-02-10 15:00,5.1,,0,,2.4,,200,,62,,5.5,-1.5,1010.7,,1019.1,,0,,1,,,,10,9,ScAs,11,1948,,01,2,,-.3,-.1,.8,1.4
133,대전,2026-02-10 16:00,4.2,,,9,2.9,,200,,75,,6.2,.1,1010.4,,1018.8,,0,,.64,,,,10,8,ScAs,12,1521,,01,1.4,,-.4,-.2,.8,1.4
133,대전,2026-02-10 17:00,4,,,9,2.3,,200,,78,,6.3,.5,1010.4,,1018.8,,0,,.38,,,,8,4,ScAc,15,1407,,01,.6,,-.5,-.2,.9,1.5
133,대전,2026-02-10 18:00,3.6,,0,,1.6,,230,,81,,6.4,.6,1010.4,,1018.9,,0,,.11,,,,9,9,Ac,30,1384,,01,-.4,,-.7,-.3,.8,1.4
133,대전,2026-02-10 19:00,3.4,,,9,1.2,,230,,83,,6.4,.7,1010.6,,1019.1,,0,,0,,,,10,10,,27,1045,,,-.8,,-.8,-.4,.9,1.5
133,대전,2026-02-10 20:00,3.1,,,9,1,,250,,83,,6.3,.4,1011.1,,1019.6,,,9,,9,,,9,4,,18,1159,,,-.8,,-.9,-.4,.9,1.5
133,대전,2026-02-10 21:00,3.1,,,9,1.4,,230,,84,,6.4,.6,1011.6,,1020.1,,,9,,9,,,9,9,Sc,9,1093,,,-.6,,-.9,-.4,.9,1.5
133,대전,2026-02-10 22:00,2.9,,,9,1.2,,230,,86,,6.4,.7,1011.7,,1020.2,,,9,,9,,,10,9,,8,890,,19,-.6,,-.9,-.4,.9,1.6
133,대전,2026-02-10 23:00,2.8,,,9,.9,,230,,86,,6.4,.6,1011.7,,1020.2,,,9,,9,,,9,9,Sc,5,845,,1901,-.6,,-.9,-.4,1,1.6
133,대전,2026-02-11 00:00,2.7,,0,9,.4,,0,,87,,6.4,.7,1011.8,,1020.3,,,9,,9,,,9,9,Sc,7,676,,19,-.6,,-.9,-.4,1,1.6
133,대전,2026-02-11 01:00,2.6,,,,.7,,230,,87,,6.4,.6,1011.6,,1020.1,,,9,,9,,,9,9,,4,646,,19,-.5,,-.9,-.4,1,1.6
133,대전,2026-02-11 02:00,2.7,,,,.4,,0,,87,,6.4,.7,1011.8,,1020.3,,,9,,9,,,7,7,,5,718,,19,-.6,,-.9,-.4,1,1.7
133,대전,2026-02-11 03:00,2.7,,,,1.1,,250,,87,,6.4,.7,1011.9,,1020.4,,,9,,9,,,9,9,Sc,7,635,,19,-.6,,-.8,-.4,1,1.6
133,대전,2026-02-11 04:00,2.5,,,,1.1,,250,,87,,6.3,.5,1011.8,,1020.3,,,9,,9,,,7,7,Sc,10,684,,19,-1.1,,-.9,-.4,1,1.7
133,대전,2026-02-11 05:00,2.1,,,,1.4,,250,,88,,6.2,.3,1012.1,,1020.6,,,9,,9,,,9,9,Sc,6,583,,19,-.9,,-1,-.4,1,1.6
133,대전,2026-02-11 06:00,2,,,,1.5,,200,,89,,6.2,.3,1012.5,,1021,,,9,,9,,,9,9,Sc,6,542,,19,-.9,,-.9,-.4,1,1.7
133,대전,2026-02-11 07:00,2.1,,,,1.6,,230,,90,,6.4,.6,1012.9,,1021.4,,,9,,9,,,9,9,Sc,7,531,,19,-.8,,-.9,-.4,.9,1.6
133,대전,2026-02-11 08:00,2.3,,,,1.1,,230,,89,,6.4,.6,1013.3,,1021.8,,0,,.01,,,,9,9,Sc,8,545,,19,-.6,,-.8,-.4,1,1.7
133,대전,2026-02-11 09:00,2.7,,0,,1.4,,200,,87,,6.4,.7,1013.5,,1022,,0,,.08,,,,10,9,ScAs,6,580,,1902,-.1,,-.7,-.4,1,1.7
133,대전,2026-02-11 10:00,3.3,,,9,1.5,,200,,85,,6.6,1,1013.8,,1022.3,,0,,.22,,,,10,8,ScAs,6,668,,1902,.7,,-.4,-.3,1,1.7
133,대전,2026-02-11 11:00,4.1,,,9,2.1,,230,,80,,6.5,.9,1014.1,,1022.6,,0,,.44,,,,10,9,ScAs,6,701,,19,1.6,,-.1,-.2,1.1,1.8
133,대전,2026-02-11 12:00,5,,0,,1.6,,180,,74,,6.4,.7,1013.7,,1022.1,,0,,.74,,,,9,9,Sc,9,731,,19,2.5,,.6,-.1,1.1,1.8
133,대전,2026-02-11 13:00,5.4,,,9,2.4,,230,,71,,6.3,.5,1013.2,,1021.6,,0,,.81,,,,9,9,Sc,10,692,,19,3.3,,1.2,0,1.1,1.8
133,대전,2026-02-11 14:00,6.6,,,9,2.5,,290,,55,,5.4,-1.8,1013,,1021.4,,.1,,1.05,,,,8,8,Sc,10,853,,4019,4.3,,1.9,.1,1.2,1.8
133,대전,2026-02-11 15:00,7.5,,,9,2.2,,290,,48,,5,-2.8,1012.9,,1021.3,,.4,,1.16,,,,7,7,Sc,11,920,,40,4.4,,2.8,.2,1.4,1.9
133,대전,2026-02-11 16:00,7.1,,,9,2.7,,320,,44,,4.4,-4.3,1012.8,,1021.2,,.4,,.93,,,,6,6,Sc,14,976,,40,2.9,,3.3,.3,1.5,2
133,대전,2026-02-11 17:00,6.7,,,9,2.1,,320,,44,,4.3,-4.7,1013,,1021.4,,.8,,.76,,,,5,5,Sc,13,1003,,40,2.1,,3.3,.4,1.8,2.2
133,대전,2026-02-11 18:00,4.8,,,9,2.3,,320,,52,,4.5,-4.2,1013.4,,1021.8,,.4,,.21,,,,2,2,Sc,15,931,,40,-.2,,2.6,.4,1.9,2.3
133,대전,2026-02-11 19:00,2.9,,,9,2,,320,,65,,4.9,-3,1014,,1022.5,,0,,.01,,,,0,0,,,679,,40,-1.7,,1.6,.3,2.1,2.4
133,대전,2026-02-11 20:00,1.9,,,9,1.3,,110,,70,,4.9,-3,1013.9,,1022.4,,,9,,9,,,0,0,,,663,,40,-1.1,,.8,.2,2.2,2.5
133,대전,2026-02-11 21:00,.8,,,9,1.5,,340,,73,,4.8,-3.4,1014.2,,1022.8,,,9,,9,,,0,0,,,602,,40,-1.1,,.3,.1,2.1,2.5
133,대전,2026-02-11 22:00,.6,,,9,1.5,,230,,72,,4.6,-3.8,1014.6,,1023.2,,,9,,9,,,0,0,,,658,,40,-1.2,,0,0,2.1,2.5
133,대전,2026-02-11 23:00,-.4,,,9,.7,,270,,77,,4.6,-3.9,1014.5,,1023.1,,,9,,9,,,0,0,,,534,,4019,-1.3,,-.2,0,2.1,2.6
133,대전,2026-02-12 00:00,-.7,,,9,.7,,270,,81,,4.7,-3.5,1014.5,,1023.1,,,9,,9,,,0,0,,,490,,19,-1.4,,-.4,-.1,1.9,2.5
133,대전,2026-02-12 01:00,-1.8,,,,.8,,320,,83,,4.4,-4.3,1014.7,,1023.4,,,9,,9,,,0,0,,,418,,19,-1.6,,-.5,-.2,1.8,2.5
133,대전,2026-02-12 02:00,-2.4,,,,1.1,,270,,85,,4.4,-4.5,1015.1,,1023.8,,,9,,9,,,0,0,,,402,,19,-1.6,,-.5,-.2,1.8,2.4
133,대전,2026-02-12 03:00,-2,,,,.8,,270,,88,,4.6,-3.7,1015.3,,1024,,,9,,9,,,0,0,,,346,,19,-1.7,,-.6,-.2,1.7,2.4
133,대전,2026-02-12 04:00,-3.1,,,,.5,,290,,88,,4.3,-4.8,1015.3,,1024,,,9,,9,,,0,0,,,310,,19,-1.9,,-.7,-.3,1.6,2.3
133,대전,2026-02-12 05:00,-3.5,,,,.3,,0,,90,,4.2,-4.9,1015.1,,1023.8,,,9,,9,,,0,0,,,262,,19,-2.1,,-.8,-.3,1.6,2.3
133,대전,2026-02-12 06:00,-3.6,,,,0,,0,,89,,4.2,-5.1,1015.3,,1024,,,9,,9,,,0,0,,,285,,19,-2.2,,-.9,-.4,1.5,2.2
133,대전,2026-02-12 07:00,-3.9,,,,.2,,0,,92,,4.2,-5,1015.5,,1024.2,,,9,,9,,,0,0,,,222,,19,-2.4,,-.9,-.4,1.5,2.2
133,대전,2026-02-12 08:00,-3.7,,,,.7,,320,,91,,4.2,-4.9,1016.1,,1024.8,,0,,.05,,,,0,0,,,260,,19,-2.3,,-1,-.4,1.4,2.1
133,대전,2026-02-12 09:00,-1.1,,,,.3,,0,,86,,4.9,-3.1,1016.7,,1025.4,,.9,,.61,,,,0,0,,,316,,19,-1.3,,-.4,.1,1.5,2.2
133,대전,2026-02-12 10:00,2.3,,,,1.5,,160,,72,,5.2,-2.2,1016.6,,1025.2,,1,,1.47,,,,0,0,,,499,,19,-.6,,.2,.5,1.5,2.2
133,대전,2026-02-12 11:00,4.6,,,,1.6,,160,,56,,4.8,-3.4,1016.4,,1024.9,,1,,1.85,,,,0,0,,,905,,19,-.4,,.6,.6,1.5,2.2
133,대전,2026-02-12 12:00,6.9,,,,1.2,,160,,44,,4.4,-4.5,1015.7,,1024.1,,1,,2.16,,,,0,0,,,1482,,19,-.1,,.9,.8,1.5,2.2
133,대전,2026-02-12 13:00,8.1,,,,2.1,,180,,36,,3.9,-6.1,1014.8,,1023.2,,1,,2.36,,,,0,0,,,2226,,,.4,,2.1,.9,1.5,2.2
133,대전,2026-02-12 14:00,9,,,,1.7,,270,,33,,3.8,-6.4,1014.1,,1022.4,,1,,2.3,,,,0,0,,,2776,,,1.3,,3.8,1.2,1.6,2.2
133,대전,2026-02-12 15:00,9.3,,,,1.8,,180,,33,,3.9,-6.1,1013.7,,1022,,1,,2.03,,,,0,0,,,2684,,,1.4,,4.9,1.7,1.8,2.3
133,대전,2026-02-12 16:00,9.1,,,,3.1,,290,,38,,4.4,-4.4,1013.4,,1021.7,,1,,1.51,,,,0,0,,,1884,,,3.4,,5.4,2.2,2,2.4
133,대전,2026-02-12 17:00,8.3,,,,1.2,,320,,40,,4.4,-4.5,1013.1,,1021.4,,1,,.84,,,,0,0,,,1679,,,3.4,,5.3,2.6,2.4,2.6
133,대전,2026-02-12 18:00,6.9,,,,1.7,,230,,46,,4.6,-3.9,1013.2,,1021.6,,.4,,.21,,,,0,0,,,1611,,,1.9,,4.3,2.6,2.6,2.7
133,대전,2026-02-12 19:00,5.9,,,,1.8,,230,,43,,4,-5.7,1013.5,,1021.9,,0,,0,,,,0,0,,,1890,,,.5,,3.4,2.4,2.8,2.8
133,대전,2026-02-12 20:00,4.9,,,,1.6,,230,,41,,3.6,-7.2,1013.8,,1022.2,,,9,,9,,,0,0,,,1939,,,-.3,,2.6,2.2,3,3.1
133,대전,2026-02-12 21:00,4.1,,,,1.7,,230,,42,,3.5,-7.6,1013.9,,1022.4,,,9,,9,,,0,0,,,1576,,,-.9,,1.9,2,3,3.1
133,대전,2026-02-12 22:00,3.5,,,,2.6,,230,,52,,4.1,-5.4,1014,,1022.5,,,9,,9,,,0,0,,,1363,,,-1.3,,1.4,1.8,3,3.2
133,대전,2026-02-12 23:00,1.7,,,,.8,,270,,62,,4.3,-4.8,1013.7,,1022.2,,,9,,9,,,0,0,,,1437,,,-.8,,.9,1.5,2.9,3.2
133,대전,2026-02-13 00:00,.6,,,,.2,,0,,64,,4.1,-5.4,1013.4,,1022,,,9,,9,,,0,0,,,1380,,,-1,,.6,1.2,2.8,3.1
133,대전,2026-02-13 01:00,-.5,,,,.1,,0,,69,,4.1,-5.4,1013.1,,1021.7,,,9,,9,,,0,0,,,1111,,,-1.2,,.3,1.1,2.7,3.1
133,대전,2026-02-13 02:00,-1,,,,0,,0,,73,,4.2,-5.2,1013.6,,1022.2,,,9,,9,,,0,0,,,975,,19,-1.4,,.1,.9,2.5,3.1
133,대전,2026-02-13 03:00,-1.2,,,,.6,,320,,75,,4.2,-5,1013.7,,1022.3,,,9,,9,,,8,8,Sc,7,937,,19,-1.4,,-.1,.7,2.5,3
133,대전,2026-02-13 04:00,-1.2,,,,.1,,0,,74,,4.2,-5.2,1013.5,,1022.1,,,9,,9,,,7,7,Sc,9,916,,19,-1.4,,0,.7,2.4,2.9
133,대전,2026-02-13 05:00,-2,,,,1.6,,340,,77,,4.1,-5.5,1012.7,,1021.4,,,9,,9,,,9,9,Sc,9,848,,19,-1.6,,-.2,.6,2.2,2.8
133,대전,2026-02-13 06:00,-2.1,,,,.8,,320,,80,,4.2,-5,1012.8,,1021.5,,,9,,9,,,5,5,Sc,11,762,,19,-1.6,,-.3,.5,2.2,2.8
133,대전,2026-02-13 07:00,-2.4,,,,1.4,,290,,81,,4.2,-5.2,1012.8,,1021.5,,,9,,9,,,0,0,,,730,,19,-1.7,,-.4,.4,2.1,2.7
133,대전,2026-02-13 08:00,-2.2,,,,.8,,320,,81,,4.2,-5,1013.2,,1021.9,,0,,.04,,,,0,0,,,696,,19,-1.6,,-.4,.4,2,2.6
133,대전,2026-02-13 09:00,-.2,,,,0,,0,,73,,4.4,-4.4,1013.2,,1021.8,,.3,,.41,,,,0,0,,,846,,19,-1,,0,.6,2,2.6
133,대전,2026-02-13 10:00,2.9,,,,.9,,200,,60,,4.5,-4.1,1013,,1021.5,,1,,1.01,,,,0,0,,,880,,4019,-.6,,.6,1,2,2.6
133,대전,2026-02-13 11:00,6,,,,1,,110,,53,,5,-2.8,1012.8,,1021.2,,1,,1.65,,,,0,0,,,854,,40,-.1,,1,1.3,2,2.6
133,대전,2026-02-13 12:00,9.4,,,,2.1,,160,,49,,5.8,-.7,1012.1,,1020.4,,1,,2.08,,,,0,0,,,843,,40,.5,,2.2,1.6,2,2.6
133,대전,2026-02-13 13:00,11.2,,,,3.7,,200,,34,,4.5,-4.1,1011.2,,1019.4,,1,,2.32,,,,0,0,,,1234,,40,3.8,,4.2,2.1,2,2.6
133,대전,2026-02-13 14:00,11.8,,,,2.9,,200,,30,,4.2,-5.2,1010.6,,1018.8,,1,,2.27,,,,0,0,,,1349,,,8,,5.8,2.7,2.2,2.6
133,대전,2026-02-13 15:00,12.2,,,,2.5,,200,,37,,5.3,-2,1010.4,,1018.6,,1,,1.85,,,,0,0,,,850,,40,8.2,,6.7,3.4,2.5,2.8
133,대전,2026-02-13 16:00,12.1,,,,1.7,,270,,42,,5.9,-.4,1010.6,,1018.8,,1,,1.33,,,,0,0,,,701,,40,7.7,,7,4,2.9,2.9
133,대전,2026-02-13 17:00,11.2,,,,1.6,,270,,46,,6.1,0,1010.5,,1018.7,,1,,.74,,,,0,0,,,675,,40,6.5,,6.8,4.3,3.2,3.2
133,대전,2026-02-13 18:00,9.5,,,,1.5,,230,,55,,6.5,.8,1010.7,,1019,,.2,,.18,,,,0,0,,,647,,40,4.4,,6,4.3,3.6,3.4
133,대전,2026-02-13 19:00,8.2,,,,.6,,200,,60,,6.5,.8,1010.8,,1019.1,,0,,.01,,,,0,0,,,594,,40,3.1,,5.1,4.2,3.7,3.5
133,대전,2026-02-13 20:00,7.1,,,,1.5,,230,,65,,6.5,.9,1011.2,,1019.6,,,9,,9,,,0,0,,,540,,40,2.1,,4.4,4,3.9,3.7
133,대전,2026-02-13 21:00,6.3,,,,2.1,,200,,72,,6.9,1.6,1011.3,,1019.7,,,9,,9,,,0,0,,,461,,40,1.4,,3.7,3.7,3.9,3.8
133,대전,2026-02-13 22:00,4.8,,,,1.2,,270,,76,,6.5,.9,1011.3,,1019.7,,,9,,9,,,0,0,,,420,,40,1,,3.1,3.4,3.9,3.9
133,대전,2026-02-13 23:00,4,,,,0,,0,,82,,6.6,1.1,1011.2,,1019.7,,,9,,9,,,6,6,,9,358,,40,.4,,2.6,3.1,3.9,3.9
133,대전,2026-02-14 00:00,2.8,,,,1.6,,340,,82,,6.1,0,1011.4,,1019.9,,,9,,9,,,6,0,Ci,,338,,4019,.3,,2.2,2.9,3.8,3.9
133,대전,2026-02-14 01:00,2.5,,,,.4,,0,,86,,6.2,.3,1011.4,,1019.9,,,9,,9,,,9,9,,10,283,,19,0,,1.8,2.7,3.7,3.9
133,대전,2026-02-14 02:00,2.4,,,,.1,,0,,85,,6.2,.1,1011.3,,1019.8,,,9,,9,,,6,6,,10,280,,19,-.1,,1.6,2.5,3.6,3.9
133,대전,2026-02-14 03:00,1.9,,,,1.2,,290,,88,,6.2,.1,1010.9,,1019.4,,,9,,9,,,7,0,Ci,,235,,19,-.4,,1.3,2.3,3.5,3.8
133,대전,2026-02-14 04:00,1.4,,,,.1,,0,,89,,6,-.2,1010.7,,1019.2,,,9,,9,,,9,0,Ci,,218,,19,-.4,,1.1,2.1,3.4,3.7
133,대전,2026-02-14 05:00,1.4,,,,.6,,340,,90,,6.1,0,1010.6,,1019.1,,,9,,9,,,7,0,Ci,,220,,19,-.6,,1,2,3.3,3.7
133,대전,2026-02-14 06:00,1,,,,.8,,320,,89,,5.8,-.6,1010.5,,1019,,,9,,9,,,9,0,Ci,,212,,19,-.6,,.8,1.8,3.2,3.6
133,대전,2026-02-14 07:00,.5,,,,1.6,,340,,91,,5.8,-.8,1010.3,,1018.9,,,9,,9,,,8,0,Ci,,190,,19,-.7,,.7,1.7,3.1,3.6
133,대전,2026-02-14 08:00,.6,,,,.4,,0,,93,,5.9,-.4,1010.7,,1019.3,,0,,.04,,,,7,0,Ci,,208,,19,-.8,,.6,1.6,3,3.5
133,대전,2026-02-14 09:00,1.8,,,,.6,,340,,86,,6,-.2,1010.6,,1019.1,,0,,.33,,,,8,0,Ci,,259,,19,0,,.7,1.6,2.9,3.5
133,대전,2026-02-14 10:00,4,,,,.2,,0,,77,,6.2,.3,1010.2,,1018.6,,0,,.65,,,,8,0,Ci,,350,,19,2.3,,1.4,1.9,2.9,3.4
133,대전,2026-02-14 11:00,7.4,,,,.9,,160,,63,,6.5,.8,1009.8,,1018.1,,.7,,1.25,,,,8,0,Ci,,420,,4019,5.1,,2.7,2.4,2.8,3.4
133,대전,2026-02-14 12:00,10.2,,,,1.2,,160,,53,,6.6,1,1009.2,,1017.4,,.8,,1.61,,,,6,6,Sc,11,544,,40,7.8,,4.4,2.9,2.9,3.3
133,대전,2026-02-14 13:00,12.9,,,,1.9,,160,,50,,7.4,2.7,1008.4,,1016.6,,.4,,1.71,,,,7,7,Sc,11,905,,40,10.8,,6,3.6,3,3.4
133,대전,2026-02-14 14:00,12.9,,,,1.3,,90,,50,,7.4,2.7,1007.8,,1015.9,,.2,,1.37,,,,8,8,Sc,13,1071,,40,11.7,,7.1,4.3,3.3,3.5
133,대전,2026-02-14 15:00,13.5,,,,1.6,,160,,49,,7.5,2.9,1007.1,,1015.2,,.2,,1.19,,,,7,7,Sc,14,1122,,,12,,7.9,4.9,3.6,3.6
133,대전,2026-02-14 16:00,13.9,,,,1.3,,180,,47,,7.4,2.7,1006.6,,1014.7,,.6,,1.16,,,,5,5,Sc,13,1316,,,10.3,,8.5,5.6,4,3.8
133,대전,2026-02-14 17:00,13.4,,,,0,,0,,50,,7.6,3.1,1006.7,,1014.8,,.2,,.52,,,,5,5,Sc,13,1400,,,8.9,,8.4,5.8,4.3,4
133,대전,2026-02-14 18:00,12.2,,,,1.3,,200,,57,,8.1,3.9,1007,,1015.2,,.1,,.18,,,,3,3,Sc,14,1567,,,7.5,,7.9,6,4.6,4.2
133,대전,2026-02-14 19:00,10.9,,,,1.3,,230,,63,,8.2,4.1,1007.4,,1015.6,,0,,0,,,,0,0,,,1407,,,5.7,,7.1,5.9,4.8,4.4
133,대전,2026-02-14 20:00,9.2,,,,1.2,,340,,69,,8,3.7,1007.8,,1016.1,,,9,,9,,,0,0,,,1229,,,4.3,,6.3,5.6,5,4.5
133,대전,2026-02-14 21:00,7.6,,,,.7,,320,,75,,7.8,3.4,1008,,1016.3,,,9,,9,,,0,0,,,982,,19,3.4,,5.5,5.3,5.1,4.7
133,대전,2026-02-14 22:00,6.6,,,,.5,,340,,80,,7.7,3.3,1008.5,,1016.8,,,9,,9,,,0,0,,,879,,19,2.6,,4.7,4.9,5,4.7
133,대전,2026-02-14 23:00,5.2,,,,0,,0,,85,,7.5,2.8,1009.1,,1017.5,,,9,,9,,,0,0,,,766,,19,2,,4.2,4.6,5,4.8
133,대전,2026-02-15 00:00,4.4,,,,.9,,290,,89,,7.4,2.7,1008.9,,1017.3,,,9,,9,,,0,0,,,597,,19,1.4,,3.7,4.3,4.9,4.8
133,대전,2026-02-15 01:00,4,,,,1.6,,340,,89,,7.2,2.3,1009.3,,1017.7,,,9,,9,,,0,0,,,629,,19,1.7,,3.3,4.1,4.8,4.8
133,대전,2026-02-15 02:00,3.7,,,,0,,0,,89,,7.1,2,1009.5,,1017.9,,,9,,9,,,9,8,,9,579,,19,1.7,,3.1,3.9,4.7,4.7
133,대전,2026-02-15 03:00,3.6,,,,1.2,,340,,88,,6.9,1.7,1009.6,,1018.1,,,9,,9,,,7,7,Sc,8,660,,19,1.8,,2.9,3.7,4.6,4.7
133,대전,2026-02-15 04:00,3.8,,,,.2,,0,,89,,7.1,2.1,1009.6,,1018,,,9,,9,,,7,7,Sc,7,578,,19,2.3,,2.8,3.6,4.5,4.6
133,대전,2026-02-15 05:00,4.1,,,,.8,,230,,88,,7.2,2.2,1010.2,,1018.6,,,9,,9,,,8,8,Sc,6,647,,19,2.7,,2.9,3.6,4.4,4.6
133,대전,2026-02-15 06:00,4.2,,,,1.4,,340,,87,,7.2,2.2,1010.7,,1019.1,,,9,,9,,,8,8,Sc,7,653,,19,2.5,,3,3.5,4.3,4.5
133,대전,2026-02-15 07:00,4.2,,,,.1,,0,,87,,7.2,2.2,1010.7,,1019.1,,,9,,9,,,5,5,Sc,7,629,,19,2.4,,2.9,3.5,4.3,4.5
133,대전,2026-02-15 08:00,3.8,,,,2.3,,340,,89,,7.1,2.1,1011.5,,1020,,0,,.04,,,,7,7,Sc,7,496,,19,2.2,,2.8,3.4,4.2,4.4
133,대전,2026-02-15 09:00,5.7,,,,.4,,0,,83,,7.6,3,1012.1,,1020.5,,.1,,.31,,,,6,6,Sc,7,613,,19,3.8,,3.2,3.6,4.2,4.4
133,대전,2026-02-15 10:00,7.4,,,,.9,,200,,75,,7.7,3.2,1012.3,,1020.7,,.4,,.87,,,,7,7,Sc,7,691,,19,6.9,,4.2,3.9,4.2,4.4
133,대전,2026-02-15 11:00,7.6,,,,2.6,,50,,79,,8.2,4.1,1012.4,,1020.7,,0,,.59,,,,9,9,Sc,6,457,,19,7.1,,4.9,4.2,4.2,4.4
133,대전,2026-02-15 12:00,7.5,,,,3.4,,340,,77,,8,3.7,1012.4,,1020.8,,0,,.51,,,,9,9,Sc,5,423,,19,7.6,,5.3,4.4,4.2,4.4
133,대전,2026-02-15 13:00,9.9,,,,2.9,,340,,59,,7.2,2.2,1011.7,,1020,,.2,,1.26,,,,9,9,Sc,8,591,,4019,10.4,,6.4,4.9,4.4,4.4
133,대전,2026-02-15 14:00,11.7,,,,2.7,,320,,52,,7.1,2.1,1011.4,,1019.6,,.9,,1.9,,,,3,3,Sc,10,748,,40,10.9,,7.8,5.5,4.5,4.5
133,대전,2026-02-15 15:00,12,,,,3.3,,320,,43,,6,-.2,1011.4,,1019.6,,1,,1.81,,,,2,2,Sc,11,947,,40,10.4,,8.9,6.1,4.7,4.6
133,대전,2026-02-15 16:00,12.7,,,,3.8,,320,,28,,4.1,-5.3,1011.4,,1019.6,,1,,1.33,,,,1,1,Sc,12,2462,,40,8.8,,9.1,6.6,5,4.8
133,대전,2026-02-15 17:00,11.7,,,,2.7,,320,,31,,4.2,-4.9,1010.9,,1019.1,,1,,.72,,,,4,0,Ci,,2151,,,7.4,,8.8,6.7,5.3,5
133,대전,2026-02-15 18:00,9.3,,,,2.4,,320,,22,,2.6,-11.3,1011.2,,1019.5,,.4,,.21,,,,4,0,Ci,,3771,,,5.1,,7.7,6.6,5.6,5.1
133,대전,2026-02-15 19:00,7.4,,,,2.4,,320,,28,,2.9,-9.9,1011.8,,1020.1,,0,,.01,,,,6,0,,,3427,,,3.4,,6.6,6.3,5.7,5.2
133,대전,2026-02-15 20:00,4.6,,,,2.8,,50,,40,,3.4,-7.8,1013.1,,1021.5,,,9,,9,,,6,0,,,3418,,,2.2,,5.6,5.8,5.8,5.3
133,대전,2026-02-15 21:00,3.3,,,,2.3,,70,,38,,3,-9.6,1014.3,,1022.8,,,9,,9,,,0,0,,,4832,,,1,,4.7,5.4,5.7,5.4
